contact_id,first_name,last_name,email,city,state,zip_code,donor_status,contact_created_date,first_gift_date,last_gift_date,total_gifts,total_number_of_gifts,average_gift,giving_vehicle,subscription_type,subscription_status,subscription_start_date,email_open_rate,last_email_click_date,event_attendance_count,wealth_score,notes,p2g_score,gift_capacity_rating,estimated_annual_donations,title,deceased,biography,business_affiliations,community_affiliations,expertise_and_interests,do_not_contact,do_not_call,email_opt_out,preferred_phone,preferred_email,hedgehog_review_subscriber,institute_status,foundation_status,lead_source,largest_gift,smallest_gift,best_gift_year,last_gift_amount
003XX00000XmXJoZVQ,Brandon,Clark,brandon.clark5567@example.com,Roanoke,VA,23054,prospect,2006-10-16,,,,,,,both,expired,2020-08-09,0.532,,11,2,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX000004UNTWVk2,Andrew,Thompson,andrew.thompson5568@example.com,Aspen,CO,80028,lapsed,2008-08-05,2009-07-15,2018-06-29,100,2,50.0,online,none,never,,0.375,,0,,,,,,,0,,,,"Environmental history, Appalachian studies",0,0,0,Mobile,,1,None,Annual Donor,Event,50,50,2012,50
003XX00000O8AUOiyP,Wayne,Jackson,wayne.jackson5569@example.com,,,,active,2019-04-09,2019-06-29,2021-01-28,20.0,3,6.67,stock,both,active,2004-01-10,0.346,2025-04-23,0,3,Interested in naming opportunity,40,Entry-Level,100.0,,0,,,,,0,0,0,Home,Personal,1,None,None,Direct Mail,20.0,20.0,2021,20.0
003XX000003FtnzzRM,Julie,Jones,julie.jones5570@example.com,Annapolis,MD,20938,prospect,2005-08-11,,,,,,,none,never,,0.246,,3,,Prefers email contact,,,,,0,,,,,0,0,0,,,0,None,Prospect,Event,,,,
003XX000009mKUKyzS,Louis,Okafor,louis.okafor5571@example.com,Arlington,VA,23029,active,2009-06-18,2022-02-06,2023-01-16,25,3,8.33,check,both,active,2012-01-05,0.174,,1,3,,,,,,0,,,,,0,0,0,,,1,None,None,Hedgehog Review,20.0,20.0,2023,20.0
003XX0000046zhZXrA,Jeffrey,Sharma,jeffrey.sharma5572@example.com,,,,lapsed,2008-01-23,2021-04-05,2024-01-31,25,4,6.25,check,none,never,,0.405,2022-02-25,0,3,,,,100.0,,0,,,,,0,0,0,Work,,0,None,None,Event,20.0,20.0,2024,20.0
003XX00000bskzG5Jo,Nadia,Sato,nadia.sato5573@example.com,Wayne,PA,19191,prospect,2010-06-14,,,,,,,print,expired,2011-11-08,,,12,,Met at conference 2019,,,840.08,,0,,,,,0,1,1,Mobile,,1,None,Prospect,Direct Mail,,,,
003XX00000tQelHLY7,Emily,Gupta,emily.gupta5574@example.com,,,,active,2009-08-13,2022-09-19,2024-12-22,500,4,125.0,stock,digital,expired,2010-09-23,0.248,,0,5,,37,Entry-Level,4400.74,,0,,,,,0,0,0,,,1,None,Annual Donor,Hedgehog Review,175,100,2023,175
003XX00000hU17t05N,Joshua,Chen,joshua.chen5575@example.com,Roanoke,VA,22075,new_donor,2007-07-25,2025-01-12,2025-11-04,400,1,400.0,online,none,never,,,,0,,Interested in naming opportunity,,,,,0,,,,,0,0,0,,,1,None,Annual Donor,Board Referral,400,400,2025,400
003XX000006Jta01Jj,Barbara,Taylor,barbara.taylor5576@example.com,,,,lapsed,2019-11-16,2020-09-20,2022-06-16,75,5,15.0,online,none,never,,,,4,,,,,,Assistant Professor,0,Retired federal judge; supporter of institutions that bridge law and culture.,"Senior Partner, Bowles Rice LLP",,,1,1,1,,,0,None,None,Hedgehog Review,20.0,20.0,2022,20.0
003XX00000kDxCc1VQ,Susan,Martinez,susan.martinez5577@example.com,Silver Spring,MD,20861,prospect,2010-06-05,,,,,,,print,expired,2002-05-02,0.206,,0,5,Board member referral,31,Entry-Level,,,0,,,National Trust for Historic Preservation; Preservation Virginia,,0,0,0,,,1,None,Prospect,Event,,,,
003XX00000ceSnl6Qa,Bradley,Rivera,bradley.rivera5578@example.com,Bronx,NY,10114,lapsed,2015-06-06,2022-10-19,2024-01-10,30,5,6.0,wire,digital,expired,2002-03-29,0.165,,0,2,,26,,,,0,,,,,0,1,0,,,1,None,None,Direct Mail,20.0,20.0,2022,20.0
003XX00000FcEJ5LeQ,Paul,Sato,paul.sato5579@example.com,Atlanta,GA,30390,prospect,2017-04-04,,,,,,,both,active,2001-07-09,,,0,,,12,,2444.31,,0,,,,,0,0,1,Work,,1,None,Prospect,Event,,,,
003XX00000RePD6f3d,Sharon,Rodriguez,,,,,lapsed,2020-01-13,2022-01-12,2021-01-19,25,4,6.25,online,digital,expired,2021-12-26,0.242,,7,3,,,,,,0,,,Junior League of Richmond; Arts Council of Greater Richmond,,0,0,0,,Personal,1,None,None,Direct Mail,20.0,20.0,2021,20.0
003XX00000CZJ0FX34,Nancy,Baker,nancy.baker5581@example.com,Austin,TX,78279,prospect,2018-10-05,,,,,,,none,never,,0.402,2024-04-28,2,,,37,Entry-Level,,,0,,,Harvard Club of Washington DC; Kennedy Center Patron,,0,0,0,Home,,0,None,Prospect,Event,,,,
003XX00000aOCuNJ0x,Andrea,Williams,andrea.williams5582@example.com,Bronx,NY,10000,prospect,1996-11-17,,,,,,,digital,expired,2022-07-04,,,3,,,,,2017.16,,0,,,Junior League of Richmond; Arts Council of Greater Richmond,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000RRDKTHIX,Randy,Murray,randy.murray5583@example.com,Roanoke,VA,23023,prospect,2011-06-05,,,,,,,print,expired,2022-10-01,0.255,,0,,,,,,,0,Attorney specializing in philanthropy law; advises several family foundations.,,,"International development, civil society",0,0,0,Home,,1,None,Prospect,Other,,,,
003XX000003b6yr864,Jeffrey,Anderson,jeffrey.anderson5584@example.com,,,,new_donor,2009-03-09,2024-12-27,2025-07-04,25,2,12.5,online,digital,active,2006-12-20,0.13,,0,5,Interested in planned giving,,,,,0,,,,,0,0,0,Home,,1,None,None,Other,20.0,20.0,2024,20.0
003XX00000UWkALfTg,Stephanie,Brown,stephanie.brown5585@example.com,Boston,MA,02410,prospect,2014-08-23,,,,,,,both,expired,2003-08-05,0.109,,0,1,,,,,Retired Professor,0,Professor of American history; consulting editor for The Hedgehog Review.,,,,0,1,0,Mobile,,1,None,Prospect,Hedgehog Review,,,,
003XX00000J1WZj58d,Logan,Rivera,logan.rivera5586@example.com,,,,subscriber_only,2008-09-24,,,,,,,both,active,2012-08-27,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000r0REy5T7,Gregory,Martinez,gregory.martinez5587@example.com,Manhattan,NY,10073,new_donor,2014-07-08,2025-11-21,2025-12-15,50,5,10.0,online,none,never,,0.272,,1,2,Loyal Annual Fund donor,18,,,,0,,"Managing Director, Cornerstone Capital Advisors",,,0,0,0,Mobile,Work,0,None,None,Event,20.0,20.0,2025,20.0
003XX00000PZ1Nz92H,Theresa,Williams,theresa.williams5588@example.com,Boca Raton,FL,33148,prospect,1998-04-01,,,,,,,none,never,,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000rSSSOMIH,Christopher,Sanchez,christopher.sanchez5589@example.com,Chevy Chase,MD,20912,prospect,2014-01-25,,,,,,,print,active,2018-03-22,0.244,,1,4,,7,,,President,0,,,,"Cultural criticism, higher education policy",0,0,0,,,1,Friend,Prospect,Email Campaign,,,,
003XX00000To3uNRY7,Lauren,Wright,lauren.wright5590@example.com,,,,prospect,2004-09-20,,,,,,,none,never,,0.173,,0,1,,4,,3617.68,,0,,,,,0,0,0,,,0,Friend,Prospect,Hedgehog Review,,,,
003XX00000p3m3HKmj,Peter,McCarthy,peter.mccarthy5591@example.com,,,,prospect,2015-02-22,,,,,,,both,expired,2024-08-25,,,3,,Known DAF holder at Fidelity Charitable,,,1543.85,CEO,0,,,,,1,1,1,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000DI3C6Gfy,Dennis,Kim,dennis.kim5592@example.com,,,,lapsed,2015-04-10,2016-11-05,2020-11-25,100,3,33.33,online,none,never,,0.381,2025-10-06,1,4,,,,,Retired Professor,0,,"Board of Directors, United Way of Greater Charlottesville",,,0,0,0,,,0,None,Annual Donor,Hedgehog Review,40,25,2016,35
003XX00000UAz2RBaP,Gabriel,Davis,gabriel.davis5593@example.com,Buffalo,NY,10009,prospect,2011-12-13,,,,,,,both,active,2017-08-15,0.062,,2,,,,,,Attorney,0,,,,,0,0,0,Home,Personal,1,None,Prospect,Event,,,,
003XX00000UmSpl4Vt,Denise,Sullivan,,Fort Worth,TX,78283,active,2018-08-31,2021-08-01,2023-10-15,35,5,7.0,online,none,never,,,,0,1,,,,,,0,Technology entrepreneur; passionate about the role of the humanities in civic life.,,,,1,1,1,Home,,0,None,None,Website,20.0,20.0,2022,20.0
003XX00000cETbbRUF,Jeffrey,Nelson,jeffrey.nelson5595@example.com,Buffalo,NY,11278,lapsed,2007-07-08,2015-12-16,2017-11-25,75,5,15.0,check,none,never,,,,2,4,,,,,,0,,,,,0,0,1,,Personal,1,None,None,Hedgehog Review,25,20.0,2016,20.0
003XX00000EY9Cf7wt,Samuel,Thompson,samuel.thompson5596@example.com,,,,prospect,2015-06-17,,,,,,,print,active,2016-02-10,,,0,,,,,,Director,0,,,,,0,0,0,Mobile,Work,1,None,Prospect,Board Referral,,,,
003XX00000qzfId2KL,Emily,Harris,emily.harris5597@example.com,San Francisco,CA,94163,prospect,2015-05-22,,,,,,,both,expired,2018-07-14,0.307,2025-11-29,0,5,,15,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000LhTvH0uP,Harold,Murray,harold.murray5598@example.com,,,,prospect,2009-10-19,,,,,,,both,active,2023-10-30,0.259,2024-12-25,3,,,,,2862.77,Director,0,,"Managing Director, Cornerstone Capital Advisors",,"Technology ethics, digital humanities",0,1,0,Mobile,,1,None,Prospect,Hedgehog Review,,,,
003XX00000pkcqOY5v,Sara,Lewis,sara.lewis5599@example.com,Oak Park,IL,60817,lapsed,2020-01-25,2021-11-12,2023-12-02,50,5,10.0,check,print,active,2010-06-23,,,0,,,4,,174.15,,0,,,,,0,0,0,,,1,None,None,,20.0,20.0,2021,20.0
003XX000007Z7ox3ZN,Charles,Ramirez,,Brooklyn,NY,10005,prospect,1997-07-24,,,,,,,both,expired,2013-04-27,0.374,2022-02-07,0,,Prefers email contact,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000QvGRMYIo,Lori,Wilson,lori.wilson5601@example.com,Oakland,CA,90069,prospect,2011-02-09,,,,,,,none,never,,0.11,,0,,,,,,,0,,,,,0,0,0,Home,Personal,1,None,Prospect,Direct Mail,,,,
003XX00000XBhlJbHw,Grace,Young,grace.young5602@example.com,,,,prospect,2013-07-17,,,,,,,print,expired,2014-11-16,0.272,,3,3,,1,,,,0,,,,,0,0,0,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000mrhSRnGR,Angela,Sullivan,angela.sullivan5603@example.com,Richmond,VA,22034,prospect,2022-10-14,,,,,,,both,active,2018-01-04,0.35,,0,,Strong interest in cultural sociology,,,2279.98,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000yezhlcRe,Linda,Scott,linda.scott5604@example.com,Washington,DC,20044,lapsed,2007-06-27,2016-10-08,2018-12-06,35,1,35.0,online,digital,active,2017-05-22,0.263,2025-09-04,0,,,,,,,0,,,,,0,0,0,,,1,None,None,Website,35,35,2017,35
003XX0000067SCfMWw,Ryan,OBrien,ryan.obrien5605@example.com,,,,lapsed,2017-01-13,2018-08-28,2020-01-18,50,4,12.5,online,digital,active,2014-06-10,0.434,,11,,,16,,154.49,,0,Professor of English at UVA; longtime supporter of humanities scholarship.,,,,0,0,0,,,1,None,None,Event,25,20.0,2019,20.0
003XX00000vfDa99lK,Eugene,Gupta,eugene.gupta5606@example.com,,,,lapsed,2008-09-24,2017-07-12,2018-08-16,100,3,33.33,DAF,both,active,2012-05-21,0.271,2023-07-18,10,,Interested in planned giving,35,Entry-Level,527.96,Emeritus Professor,0,,,,,0,0,0,Home,,1,None,Annual Donor,Direct Mail,75,20.0,2018,20.0
003XX00000fy9bObz1,Nancy,Carter,nancy.carter5607@example.com,Fort Lauderdale,FL,33746,subscriber_only,2012-06-14,,,,,,,both,active,2000-10-26,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000jW2oFmSZ,Brian,Murphy,brian.murphy5608@example.com,Charlottesville,VA,23038,prospect,2012-07-28,,,,,,,none,never,,,,10,,,,,,,1,,,,,0,0,0,,Personal,0,None,Prospect,Event,,,,
003XX000001jgVNq9g,Joan,White,joan.white5609@example.com,Tampa,FL,33286,prospect,2015-10-24,,,,,,,both,expired,2009-08-13,0.111,,0,,,30,Entry-Level,4715.12,,0,,,,,0,0,0,,Work,1,None,Prospect,Event,,,,
003XX00000aggqhVBf,Cheryl,Murphy,cheryl.murphy5610@example.com,Asheville,NC,27562,lapsed,2015-12-20,2017-10-23,2019-10-20,500,15,33.33,online,both,active,2023-02-09,0.083,,0,,,,,,,0,,,,,0,0,0,,Work,1,None,Annual Donor,Event,75,20.0,2018,25
003XX00000IWfNNALz,Jacqueline,Torres,jacqueline.torres5611@example.com,Richmond,VA,22014,prospect,2017-03-16,,,,,,,digital,expired,2020-04-18,0.439,,0,,Former colleague of board member,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000mdCJI9CK,Rachel,Roberts,rachel.roberts5612@example.com,San Francisco,CA,94579,lapsed,2004-12-25,2018-07-28,2021-06-30,25,4,6.25,online,none,never,,0.055,,3,2,,,,100.0,,0,,,,,0,0,0,,,0,None,None,Hedgehog Review,20.0,20.0,2019,20.0
003XX00000FaYCiX97,Jordan,Harris,jordan.harris5613@example.com,Athens,GA,30311,prospect,2010-09-22,,,,,,,both,expired,2018-04-27,,,1,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000fehmawwy,Irene,Robinson,irene.robinson5614@example.com,Cambridge,MA,02222,prospect,2011-07-08,,,,,,,print,active,2001-10-02,0.128,,1,5,,5,,,,0,,,,,0,0,0,,,1,Friend,Prospect,Other,,,,
003XX00000L4iycXOP,Brandon,Martinez,brandon.martinez5615@example.com,Washington,DC,20256,prospect,2013-11-09,,,,,,,none,never,,0.409,2022-04-18,12,,,,,4541.38,,0,Technology entrepreneur; passionate about the role of the humanities in civic life.,,,"Cultural criticism, higher education policy",0,1,0,,,0,None,Prospect,Direct Mail,,,,
003XX00000wyizdjEk,Victoria,Smith,victoria.smith5616@example.com,Marietta,GA,30453,prospect,2019-07-26,,,,,,,none,never,,0.237,,0,,,31,Entry-Level,324.79,,0,Professor of political philosophy; longtime reader of The Hedgehog Review.,,,,0,0,0,Mobile,Personal,0,None,Prospect,Website,,,,
003XX00000OmVA902l,Kathryn,Carter,kathryn.carter5617@example.com,Richmond,VA,23052,lapsed,2019-04-26,2019-12-09,2021-02-19,50,1,50.0,online,none,never,,0.123,,3,,,,,,,0,Former partner at Sullivan & Cromwell; active in arts and cultural philanthropy.,,,,0,0,0,,Personal,1,Affiliate,None,Website,50,50,2021,50
003XX00000luUAKqLf,Ann,Carter,ann.carter5618@example.com,,,,prospect,2010-08-19,,,,,,,none,never,,,,0,,,16,,,,0,,"Board of Trustees, Colonial Williamsburg Foundation",,,0,0,0,Mobile,Personal,0,Friend,Prospect,Board Referral,,,,
003XX00000kYvSISyz,Lisa,Yamamoto,lisa.yamamoto5619@example.com,Charlottesville,VA,22985,lapsed,2014-08-08,2016-10-13,2016-12-12,25,3,8.33,check,print,expired,2011-08-19,0.191,,6,3,Connected through local arts community,19,,100.0,,0,,,,,0,0,0,,,1,None,None,Other,20.0,20.0,2016,20.0
003XX00000O8ZjVFGC,Billy,Sato,billy.sato5620@example.com,Boston,MA,02475,subscriber_only,2006-10-18,,,,,,,digital,active,2009-12-08,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000iwOjQ4eG,Katherine,Sanchez,katherine.sanchez5621@example.com,Berkeley,CA,90043,prospect,2007-07-14,,,,,,,digital,active,2014-03-12,,,2,,Longtime subscriber,,,,,0,,,,,1,1,1,,,1,None,Prospect,Email Campaign,,,,
003XX00000ayyNrdrP,Christine,Wright,christine.wright5622@example.com,Philadelphia,PA,19115,prospect,1997-12-13,,,,,,,print,expired,2004-01-19,0.085,,0,2,,,,,,0,,,,"Philanthropy law, estate planning",0,0,0,Work,Personal,1,Friend,Prospect,Email Campaign,,,,
003XX00000P11KMrns,Kathleen,Tanaka,kathleen.tanaka5623@example.com,Asheville,NC,27572,new_donor,2010-08-28,2025-02-26,2026-01-21,35,2,17.5,check,none,never,,,,0,3,Attended homecoming reception,32,Entry-Level,1130.88,,0,,,,,0,0,0,Mobile,Personal,1,None,None,Other,25,20.0,2026,25
003XX00000LEvEzPV3,Kimberly,Perez,kimberly.perez5624@example.com,Roanoke,VA,23069,lapsed,2020-07-03,2022-12-11,2023-09-23,30,4,7.5,online,print,active,2021-05-16,0.199,,12,,,34,Entry-Level,,VP,0,Dean emerita of arts and sciences at the University of Virginia.,,,,0,0,0,Mobile,,1,None,None,Event,20.0,20.0,2022,20.0
003XX00000I7XICiQq,Janice,Robinson,janice.robinson5625@example.com,Arlington,VA,23071,lapsed,2016-10-18,2021-06-13,2022-06-25,75,4,18.75,online,print,active,2023-06-08,,,0,,Met at annual gala,,,100.0,,0,,,,Race and ethnicity in American culture,0,0,0,Mobile,,1,Affiliate,None,Hedgehog Review,25,20.0,2022,20.0
003XX00000yjnWKvXA,Irene,Smith,irene.smith5626@example.com,,,,lapsed,2009-12-09,2025-05-21,2025-12-02,35,3,11.67,wire,digital,expired,2004-02-08,,,0,,,18,Entry-Level,758.59,,1,,,,,0,0,0,,,1,None,None,Hedgehog Review,20.0,20.0,2025,20.0
003XX000006BDyldsd,Julia,Harris,julia.harris5627@example.com,,,,subscriber_only,2009-06-27,,,,,,,print,expired,2013-11-03,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000J2PVuuui,Joshua,Sharma,joshua.sharma5628@example.com,,,,prospect,2009-09-28,,,,,,,none,never,,0.387,,0,,,,,,,0,,,,,0,0,0,,,1,Friend,Prospect,Email Campaign,,,,
003XX000006Fzx3FHy,Marilyn,Chen,marilyn.chen5629@example.com,Bronx,NY,10050,lapsed,2015-06-05,2018-04-08,2018-12-17,45,3,15.0,online,digital,expired,2022-12-08,,,2,2,Legacy Society prospect,10,,,,0,,,,"American intellectual history, political philosophy",0,0,0,,Personal,1,None,None,Email Campaign,20.0,20.0,2018,20.0
003XX00000pqqxLVUK,Janice,Walker,janice.walker5630@example.com,Fort Collins,CO,80237,active,2013-05-22,2016-04-17,2018-08-13,30,1,30.0,online,both,active,2003-02-19,0.141,,12,,,40,Entry-Level,,,0,,,,,0,0,0,Home,,1,None,None,Event,30,30,2016,30
003XX00000ZiskiP5r,James,Murray,james.murray5631@example.com,Houston,TX,78242,lapsed,2000-09-06,2009-06-25,2009-08-30,35,3,11.67,check,print,expired,2009-04-18,0.282,,0,4,,,,,,0,,,,,0,0,0,,Personal,1,None,None,Email Campaign,20.0,20.0,2009,20.0
003XX00000QouTlRAd,Bobby,Sullivan,,Charlottesville,VA,22046,prospect,2008-02-17,,,,,,,none,never,,,,1,,,,,,Director,1,,,,,0,0,0,,,0,None,Prospect,Event,,,,
003XX000005j9294iU,Marilyn,Chen,marilyn.chen5633@example.com,Charlottesville,VA,22901,prospect,2006-07-16,,,,,,,print,active,2008-09-01,0.252,,0,,,,,,,0,Technology entrepreneur; passionate about the role of the humanities in civic life.,,,,0,0,0,,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000fgPvlbWQ,Cheryl,Thompson,cheryl.thompson5634@example.com,,,,new_donor,2018-11-24,2025-11-04,2024-12-14,350,5,70.0,online,none,never,,,,3,,,,,,,0,,,,,0,0,1,,,0,Friend,Annual Donor,Board Referral,100,30,2024,75
003XX00000RV3feE60,Mei,Baker,mei.baker5635@example.com,,,,prospect,2009-05-10,,,,,,,none,never,,0.13,,0,,Known DAF holder at Fidelity Charitable,,,462.08,,0,,,,,0,0,0,Mobile,Work,1,None,Prospect,Board Referral,,,,
003XX00000oJh5rAIU,Julie,Gonzalez,julie.gonzalez5636@example.com,,,,prospect,2011-06-16,,,,,,,print,expired,2022-05-20,0.088,,5,2,Legacy Society prospect,,,,,0,,,,,0,0,0,,,1,None,Prospect,Website,,,,
003XX00000g2snREcZ,Johnny,Carter,johnny.carter5637@example.com,,,,subscriber_only,2009-09-12,,,,,,,digital,active,2019-01-25,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000RYevBTSQ,Lisa,Mbeki,lisa.mbeki5638@example.com,Roanoke,VA,22072,prospect,2006-12-08,,,,,,,none,never,,0.4,,4,3,,29,,,,0,,,,,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000m2vo2XPR,Irene,Lee,irene.lee5639@example.com,,,,subscriber_only,2008-09-09,,,,,,,digital,expired,2010-08-30,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000sSDySuG6,Sharon,Smith,sharon.smith5640@example.com,Buffalo,NY,10172,lapsed,2014-11-23,2015-06-16,2022-04-21,20.0,4,5.0,wire,digital,active,2010-11-13,0.319,,3,2,Known DAF holder at Fidelity Charitable,,,100.0,,0,,,"St. Anne's Parish, Charlottesville; Piedmont Environmental Council",,0,0,0,Mobile,,1,None,None,Event,20.0,20.0,2017,20.0
003XX00000QfNruQIk,Ashley,Lee,ashley.lee5641@example.com,,,,lapsed,2019-09-04,2019-11-16,2021-12-22,75,2,37.5,check,none,never,,,,3,1,Works in philanthropic advising,,,,,0,,,,,0,0,1,,Personal,1,None,None,Event,50,25,2021,50
003XX00000RFPz61cH,Hazel,McCarthy,hazel.mccarthy5642@example.com,,,,lapsed,2012-12-08,2018-08-22,2023-10-16,25,5,5.0,online,print,active,2015-07-11,,,1,1,Board member referral,13,,100.0,,0,,,,,0,0,1,,Personal,1,None,None,Website,20.0,20.0,2021,20.0
003XX00000SPMOk1w8,James,Johnson,james.johnson5643@example.com,Phoenix,AZ,85267,new_donor,2006-10-31,2025-08-01,2026-02-24,400,5,80.0,online,print,active,2001-02-15,0.111,,8,4,,38,Entry-Level,5208.1,,0,Professor of religious studies; author of three books on American evangelical culture.,,,,0,0,0,,,1,Friend,Annual Donor,Website,125,35,2026,125
003XX00000YlcbSHcu,Kyle,Cohen,kyle.cohen5644@example.com,Cambridge,MA,02241,prospect,2012-01-04,,,,,,,print,active,2021-11-07,0.088,,0,,,,,,,0,,,,,0,0,0,,Work,1,None,Prospect,Other,,,,
003XX000008tZG45OW,Dennis,Miller,dennis.miller5645@example.com,Washington,DC,20278,prospect,2005-09-21,,,,,,,print,active,2007-08-05,0.278,,0,3,,17,,,,0,,,,"American intellectual history, political philosophy",0,0,0,,Personal,1,None,Prospect,Board Referral,,,,
003XX00000zCORlIqd,Samuel,Mitchell,samuel.mitchell5646@example.com,St. Paul,MN,55067,active,2020-09-11,2022-10-18,2025-12-17,30,1,30.0,stock,none,never,,0.455,,0,2,,32,,,,0,,,,,0,0,0,,Personal,1,None,None,Direct Mail,30,30,2022,30
003XX00000WfasDXFl,Jessica,Murray,jessica.murray5647@example.com,Cambridge,MA,02159,prospect,2013-09-04,,,,,,,print,active,2013-04-05,0.17,,0,5,,7,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000QAFykakb,Aisha,Sullivan,aisha.sullivan5648@example.com,Houston,TX,77049,prospect,2014-01-19,,,,,,,both,active,2001-01-09,0.167,,1,4,,,,,,0,,"Partner, Sullivan & Cromwell LLP",,,0,0,0,Mobile,Personal,1,Friend,Prospect,Hedgehog Review,,,,
003XX00000XQvGqQ1b,Richard,Chen,richard.chen5649@example.com,Newton,MA,02169,prospect,2014-09-13,,,,,,,digital,expired,2006-10-27,0.267,2022-04-18,12,1,,,,,Provost,0,,,,,0,0,0,,,1,None,Prospect,Event,,,,
003XX00000rj1ieP0r,Hannah,Fitzgerald,hannah.fitzgerald5650@example.com,,,,prospect,2016-12-26,,,,,,,both,active,2016-12-20,,,0,4,,32,Entry-Level,1756.95,,0,,,,,0,0,1,,Personal,1,None,Prospect,Event,,,,
003XX000000UVHKMxm,Samuel,Carter,samuel.carter5651@example.com,Oakland,CA,94139,prospect,2009-04-25,,,,,,,print,expired,2022-08-07,0.117,,3,,,,,,CFO,0,Dean emerita of arts and sciences at the University of Virginia.,,,"International development, civil society",0,0,0,,,1,None,Prospect,Website,,,,
003XX000006xFgiqoQ,Jesse,Scott,jesse.scott5652@example.com,Roanoke,VA,22925,prospect,2009-12-07,,,,,,,both,expired,2001-12-25,0.392,2022-05-04,2,,Longtime subscriber,21,Entry-Level,,,0,,,Rotary Club of Charlottesville; UVA Alumni Association,,0,0,0,,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX000000QAGhgem,Pamela,Anderson,pamela.anderson5653@example.com,Pittsburgh,PA,19247,new_donor,2012-12-28,2026-01-21,2026-02-15,25,5,5.0,wire,both,expired,2016-07-05,,,0,3,,19,,238.43,,0,,"Board of Trustees, Shenandoah Valley Bach Festival",,,1,1,1,,,1,None,None,Hedgehog Review,20.0,20.0,2026,20.0
003XX00000WpVXnPUM,Roy,Cohen,,,,,lapsed,2024-09-03,2024-02-24,2024-09-03,40,4,10.0,online,print,active,2004-08-10,0.214,,0,2,Interested in planned giving,5,,592.93,,0,,"Partner, Sullivan & Cromwell LLP",,,0,0,0,,Work,1,None,None,Email Campaign,20.0,20.0,2024,20.0
003XX000005bFnnkYU,Linda,Thompson,linda.thompson5655@example.com,Dallas,TX,78781,prospect,2018-01-13,,,,,,,none,never,,0.088,,0,5,Met at conference 2019,,,,,0,,,,,0,0,0,,Personal,1,None,Prospect,Event,,,,
003XX00000pvJo50p5,Christine,Cohen,christine.cohen5656@example.com,New York,NY,11269,prospect,2012-02-25,,,,,,,none,never,,0.144,,0,2,,25,,4770.11,,0,,,,,0,0,0,,,0,None,Prospect,Email Campaign,,,,
003XX00000u5kpQBnf,Jean,Murphy,jean.murphy5657@example.com,Oak Park,IL,60611,prospect,2009-12-25,,,,,,,both,active,2021-10-25,,,0,4,Interested in naming opportunity,,,1852.55,,0,,,,"Higher education administration, faculty governance",0,0,1,,Work,1,None,Prospect,Email Campaign,,,,
003XX00000Lpx4iKXp,Ibrahim,Lee,ibrahim.lee5658@example.com,Alexandria,VA,22090,new_donor,2008-03-16,2024-12-02,2025-01-15,45,3,15.0,online,none,never,,0.071,,0,,Legacy Society prospect,,,,,0,,,,,0,0,0,,,1,None,None,Event,20.0,20.0,2024,20.0
003XX00000cK5aCt9k,Sara,Walker,sara.walker5659@example.com,Brooklyn,NY,11275,prospect,2014-01-05,,,,,,,digital,active,2001-04-15,0.074,,0,4,,10,,,,0,,,,,0,0,0,,,1,Friend,Prospect,Other,,,,
003XX00000uDCRsBhR,Yuki,Fitzgerald,yuki.fitzgerald5660@example.com,,,,lapsed,2006-11-24,2018-02-20,2021-10-28,100,1,100.0,DAF,none,never,,0.289,2024-03-31,8,2,,,,603.19,CFO,0,,,,,0,0,0,Home,,1,None,Annual Donor,Direct Mail,100,100,2019,100
003XX00000tdYg3aHR,Philip,Sullivan,philip.sullivan5661@example.com,Seattle,WA,98270,prospect,2011-05-26,,,,,,,digital,expired,2021-07-21,0.174,,0,,,12,,,,0,,,,,0,0,0,Home,,1,None,Prospect,Email Campaign,,,,
